datetime,temperature,humidity
2021-05-12 12:09:31.081,14.0,35.0
2021-05-12 12:09:33.341,14.0,35.0
2021-05-12 12:09:37.862,14.0,35.0
2021-05-12 12:09:40.122,14.0,35.0
2021-05-12 12:09:42.382,14.0,35.0
2021-05-12 12:09:46.903,14.0,35.0
2021-05-12 12:09:49.164,14.0,35.0
2021-05-12 12:09:51.424,14.0,35.0
2021-05-12 12:09:53.684,14.0,35.0
2021-05-12 12:09:55.944,14.0,35.0
2021-05-12 12:09:58.204,14.0,35.0
2021-05-12 12:10:00.465,14.0,35.0
2021-05-12 12:10:02.725,14.0,35.0
2021-05-12 12:10:04.986,14.0,35.0
2021-05-12 12:10:07.246,14.0,35.0
2021-05-12 12:10:09.506,14.0,35.0
2021-05-12 12:10:11.767,14.0,35.0
2021-05-12 12:10:14.027,14.0,35.0
2021-05-12 12:10:16.287,14.0,35.0
2021-05-12 12:10:18.548,14.0,35.0
2021-05-12 12:10:20.808,14.0,35.0
2021-05-12 12:10:23.069,14.0,35.0
2021-05-12 12:10:25.330,14.0,35.0
2021-05-12 12:10:27.590,14.0,35.0
2021-05-12 12:10:29.852,14.0,35.0
2021-05-12 12:10:32.113,14.0,35.0
2021-05-12 12:10:34.374,14.0,35.0
2021-05-12 12:10:36.634,14.0,35.0
2021-05-12 12:10:38.895,14.0,35.0
2021-05-12 12:10:41.156,14.0,35.0
2021-05-12 12:10:43.417,14.0,35.0
2021-05-12 12:10:45.677,14.0,35.0
2021-05-12 12:10:47.938,14.0,35.0
2021-05-12 12:10:50.199,14.0,35.0
2021-05-12 12:10:52.459,14.0,35.0
2021-05-12 12:10:54.720,14.0,35.0
2021-05-12 12:10:56.980,14.0,35.0
2021-05-12 12:10:59.241,14.0,35.0
2021-05-12 12:11:01.501,14.0,35.0
2021-05-12 12:11:03.761,14.0,35.0
2021-05-12 12:11:06.022,14.0,35.0
2021-05-12 12:11:08.282,14.0,35.0
2021-05-12 12:11:10.543,14.0,35.0
2021-05-12 12:11:12.805,14.0,35.0
2021-05-12 12:11:15.065,14.0,35.0
2021-05-12 12:11:17.325,14.0,35.0
2021-05-12 12:11:19.586,14.0,35.0
2021-05-12 12:11:21.848,14.0,35.0
2021-05-12 12:11:24.108,14.0,35.0
2021-05-12 12:11:26.369,14.0,35.0
2021-05-12 12:11:28.630,14.0,35.0
2021-05-12 12:11:30.890,14.0,35.0
2021-05-12 12:11:33.151,14.0,35.0
2021-05-12 12:11:35.411,14.0,35.0
2021-05-12 12:11:37.672,14.0,35.0
2021-05-12 12:11:39.933,14.0,35.0
2021-05-12 12:11:42.194,14.0,35.0
2021-05-12 12:11:44.454,14.0,35.0
2021-05-12 12:11:46.715,14.0,35.0
2021-05-12 12:11:48.975,14.0,35.0
2021-05-12 12:11:51.236,14.0,35.0
